State;Filed week ended;Initial Claims;Reflecting Week Ended;Continued Claims;Covered Employment;Insured Unemployment Rate
Missouri;02/15/2020;3,363;02/08/2020;27,362;2,749,100;1.00
Missouri;02/22/2020;3,063;02/15/2020;27,035;2,749,100;0.98
Missouri;02/29/2020;2,732;02/22/2020;26,949;2,749,100;0.98
Missouri;03/07/2020;2,994;02/29/2020;25,225;2,749,100;0.92
Missouri;03/14/2020;4,016;03/07/2020;22,381;2,749,100;0.81
Missouri;03/21/2020;42,246;03/14/2020;21,538;2,749,100;0.78
Missouri;03/28/2020;104,291;03/21/2020;49,470;2,749,100;1.80
Missouri;04/04/2020;91,458;03/28/2020;121,467;2,749,100;4.42
Missouri;04/11/2020;102,126;04/04/2020;178,710;2,794,254;6.40
Missouri;04/18/2020;59,602;04/11/2020;227,557;2,794,254;8.14
Missouri;04/25/2020;55,299;04/18/2020;255,798;2,794,254;9.15
Missouri;05/02/2020;52,527;04/25/2020;246,663;2,794,254;8.83
Missouri;05/09/2020;31,145;05/02/2020;266,230;2,794,254;9.53
Missouri;05/16/2020;28,244;05/09/2020;261,840;2,794,254;9.37
Missouri;05/23/2020;27,436;05/16/2020;255,374;2,794,254;9.14
Missouri;05/30/2020;20,650;05/23/2020;242,173;2,794,254;8.67
Missouri;06/06/2020;19,907;05/30/2020;236,531;2,794,254;8.46
Missouri;06/13/2020;18,912;06/06/2020;218,596;2,794,254;7.82
Montana;01/05/2019;1,565;12/29/2018;10,527;447,698;2.35
Montana;01/12/2019;1,783;01/05/2019;10,996;448,795;2.45
Montana;01/19/2019;1,197;01/12/2019;10,825;448,795;2.41
Montana;01/26/2019;1,056;01/19/2019;11,347;448,795;2.53
Montana;02/02/2019;1,130;01/26/2019;11,301;448,795;2.52
Montana;02/09/2019;1,417;02/02/2019;11,497;448,795;2.56
Montana;02/16/2019;1,052;02/09/2019;11,853;448,795;2.64
Montana;02/23/2019;868;02/16/2019;11,937;448,795;2.66
Montana;03/02/2019;1,020;02/23/2019;11,842;448,795;2.64
Montana;03/09/2019;904;03/02/2019;12,024;448,795;2.68
Montana;03/16/2019;774;03/09/2019;11,601;448,795;2.58
Montana;03/23/2019;729;03/16/2019;10,768;448,795;2.40
Montana;03/30/2019;701;03/23/2019;9,979;448,795;2.22
Montana;04/06/2019;739;03/30/2019;9,428;448,795;2.10
Montana;04/13/2019;815;04/06/2019;8,096;450,098;1.80
Montana;04/20/2019;767;04/13/2019;7,558;450,098;1.68
Montana;04/27/2019;856;04/20/2019;6,498;450,098;1.44
Montana;05/04/2019;762;04/27/2019;5,989;450,098;1.33
Montana;05/11/2019;595;05/04/2019;5,609;450,098;1.25
Montana;05/18/2019;624;05/11/2019;5,052;450,098;1.12
Montana;05/25/2019;779;05/18/2019;4,860;450,098;1.08
Montana;06/01/2019;757;05/25/2019;4,730;450,098;1.05
Montana;06/08/2019;812;06/01/2019;4,692;450,098;1.04
Montana;06/15/2019;710;06/08/2019;4,460;450,098;0.99
Montana;06/22/2019;664;06/15/2019;4,641;450,098;1.03
Montana;06/29/2019;705;06/22/2019;4,808;450,098;1.07
Montana;07/06/2019;788;06/29/2019;4,775;450,098;1.06
Montana;07/13/2019;702;07/06/2019;5,319;451,864;1.18
Montana;07/20/2019;536;07/13/2019;4,863;451,864;1.08
Montana;07/27/2019;495;07/20/2019;4,786;451,864;1.06
Montana;08/03/2019;467;07/27/2019;4,784;451,864;1.06
Montana;08/10/2019;491;08/03/2019;4,652;451,864;1.03
Montana;08/17/2019;494;08/10/2019;4,525;451,864;1.00
Montana;08/24/2019;522;08/17/2019;4,387;451,864;0.97
Montana;08/31/2019;481;08/24/2019;4,026;451,864;0.89
Montana;09/07/2019;549;08/31/2019;3,557;451,864;0.79
Montana;09/14/2019;677;09/07/2019;3,558;451,864;0.79
Montana;09/21/2019;617;09/14/2019;3,557;451,864;0.79
Montana;09/28/2019;732;09/21/2019;3,399;451,864;0.75
Montana;10/05/2019;1,078;09/28/2019;3,668;451,864;0.81
Montana;10/12/2019;1,236;10/05/2019;3,990;453,040;0.88
Montana;10/19/2019;964;10/12/2019;4,444;453,040;0.98
Montana;10/26/2019;1,020;10/19/2019;4,510;453,040;1.00
Montana;11/02/2019;1,782;10/26/2019;4,754;453,040;1.05
Montana;11/09/2019;1,594;11/02/2019;5,846;453,040;1.29
Montana;11/16/2019;1,286;11/09/2019;6,248;453,040;1.38
Montana;11/23/2019;1,525;11/16/2019;6,754;453,040;1.49
Montana;11/30/2019;1,740;11/23/2019;7,016;453,040;1.55
Montana;12/07/2019;1,932;11/30/2019;8,870;453,040;1.96
Montana;12/14/2019;1,355;12/07/2019;8,660;453,040;1.91
Montana;12/21/2019;1,541;12/14/2019;9,144;453,040;2.02
Montana;12/28/2019;1,722;12/21/2019;8,894;453,040;1.96
Montana;01/04/2020;1,555;12/28/2019;11,056;453,040;2.44
Montana;01/11/2020;1,755;01/04/2020;11,756;454,298;2.59
Montana;01/18/2020;1,236;01/11/2020;11,254;454,298;2.48
Montana;01/25/2020;922;01/18/2020;11,830;454,298;2.60
Montana;02/01/2020;902;01/25/2020;11,527;454,298;2.54
Montana;02/08/2020;935;02/01/2020;11,489;454,298;2.53
Montana;02/15/2020;921;02/08/2020;11,479;454,298;2.53
Montana;02/22/2020;795;02/15/2020;11,308;454,298;2.49
Montana;02/29/2020;695;02/22/2020;11,296;454,298;2.49
Montana;03/07/2020;714;02/29/2020;10,782;454,298;2.37
Montana;03/14/2020;817;03/07/2020;10,112;454,298;2.23
Montana;03/21/2020;15,349;03/14/2020;9,818;454,298;2.16
Montana;03/28/2020;20,763;03/21/2020;19,099;454,298;4.20
Montana;04/04/2020;21,244;03/28/2020;36,819;454,298;8.10
Montana;04/11/2020;14,275;04/04/2020;53,482;455,906;11.73
Montana;04/18/2020;11,176;04/11/2020;65,073;455,906;14.27
Montana;04/25/2020;7,052;04/18/2020;67,473;455,906;14.80
Montana;05/02/2020;4,596;04/25/2020;63,134;455,906;13.85
Montana;05/09/2020;3,762;05/02/2020;58,905;455,906;12.92
Montana;05/16/2020;3,660;05/09/2020;53,786;455,906;11.80
Montana;05/23/2020;3,821;05/16/2020;49,917;455,906;10.95
Montana;05/30/2020;3,054;05/23/2020;48,506;455,906;10.64
Montana;06/06/2020;3,078;05/30/2020;46,305;455,906;10.16
Montana;06/13/2020;3,157;06/06/2020;44,298;455,906;9.72
North Carolina;01/05/2019;3,675;12/29/2018;18,745;4,277,342;0.44
North Carolina;01/12/2019;4,890;01/05/2019;21,268;4,299,156;0.49
North Carolina;01/19/2019;3,738;01/12/2019;20,420;4,299,156;0.47
North Carolina;01/26/2019;3,224;01/19/2019;22,376;4,299,156;0.52
North Carolina;02/02/2019;3,458;01/26/2019;22,370;4,299,156;0.52
North Carolina;02/09/2019;3,312;02/02/2019;22,048;4,299,156;0.51
North Carolina;02/16/2019;3,217;02/09/2019;21,590;4,299,156;0.50
North Carolina;02/23/2019;3,134;02/16/2019;21,475;4,299,156;0.50
North Carolina;03/02/2019;2,883;02/23/2019;20,926;4,299,156;0.49
North Carolina;03/09/2019;3,125;03/02/2019;20,561;4,299,156;0.48
North Carolina;03/16/2019;2,668;03/09/2019;18,613;4,299,156;0.43
North Carolina;03/23/2019;2,796;03/16/2019;20,023;4,299,156;0.47
North Carolina;03/30/2019;2,772;03/23/2019;19,778;4,299,156;0.46
North Carolina;04/06/2019;3,139;03/30/2019;19,429;4,299,156;0.45
North Carolina;04/13/2019;3,052;04/06/2019;19,249;4,318,317;0.45
North Carolina;04/20/2019;2,657;04/13/2019;18,705;4,318,317;0.43
North Carolina;04/27/2019;2,834;04/20/2019;18,655;4,318,317;0.43
North Carolina;05/04/2019;3,037;04/27/2019;18,520;4,318,317;0.43
North Carolina;05/11/2019;3,211;05/04/2019;18,401;4,318,317;0.43
North Carolina;05/18/2019;3,386;05/11/2019;18,717;4,318,317;0.43
North Carolina;05/25/2019;3,409;05/18/2019;18,930;4,318,317;0.44
North Carolina;06/01/2019;2,778;05/25/2019;19,177;4,318,317;0.44
North Carolina;06/08/2019;3,247;06/01/2019;19,547;4,318,317;0.45
North Carolina;06/15/2019;3,323;06/08/2019;19,616;4,318,317;0.45
North Carolina;06/22/2019;3,252;06/15/2019;19,830;4,318,317;0.46
North Carolina;06/29/2019;3,321;06/22/2019;20,079;4,318,317;0.46
North Carolina;07/06/2019;2,679;06/29/2019;19,660;4,318,317;0.46
North Carolina;07/13/2019;3,397;07/06/2019;20,582;4,338,577;0.47
North Carolina;07/20/2019;3,264;07/13/2019;20,353;4,338,577;0.47
North Carolina;07/27/2019;3,105;07/20/2019;20,746;4,338,577;0.48
North Carolina;08/03/2019;3,371;07/27/2019;20,795;4,338,577;0.48
North Carolina;08/10/2019;3,158;08/03/2019;20,870;4,338,577;0.48
North Carolina;08/17/2019;3,014;08/10/2019;20,487;4,338,577;0.47
North Carolina;08/24/2019;2,877;08/17/2019;20,112;4,338,577;0.46
North Carolina;08/31/2019;3,041;08/24/2019;19,361;4,338,577;0.45
North Carolina;09/07/2019;2,661;08/31/2019;18,604;4,338,577;0.43
North Carolina;09/14/2019;3,172;09/07/2019;18,805;4,338,577;0.43
North Carolina;09/21/2019;3,104;09/14/2019;18,589;4,338,577;0.43
North Carolina;09/28/2019;3,142;09/21/2019;18,393;4,338,577;0.42
North Carolina;10/05/2019;3,766;09/28/2019;18,629;4,338,577;0.43
North Carolina;10/12/2019;3,222;10/05/2019;18,495;4,362,309;0.42
North Carolina;10/19/2019;3,377;10/12/2019;18,711;4,362,309;0.43
North Carolina;10/26/2019;3,283;10/19/2019;18,942;4,362,309;0.43
North Carolina;11/02/2019;3,307;10/26/2019;19,215;4,362,309;0.44
North Carolina;11/09/2019;3,494;11/02/2019;18,994;4,362,309;0.44
North Carolina;11/16/2019;3,105;11/09/2019;19,365;4,362,309;0.44
North Carolina;11/23/2019;3,523;11/16/2019;19,513;4,362,309;0.45
North Carolina;11/30/2019;2,182;11/23/2019;18,952;4,362,309;0.43
North Carolina;12/07/2019;3,843;11/30/2019;19,694;4,362,309;0.45
North Carolina;12/14/2019;3,649;12/07/2019;19,806;4,362,309;0.45
North Carolina;12/21/2019;3,586;12/14/2019;20,382;4,362,309;0.47
North Carolina;12/28/2019;2,126;12/21/2019;19,533;4,362,309;0.45
North Carolina;01/04/2020;3,508;12/28/2019;20,848;4,362,309;0.48
North Carolina;01/11/2020;4,628;01/04/2020;21,239;4,381,417;0.48
North Carolina;01/18/2020;4,217;01/11/2020;22,247;4,381,417;0.51
North Carolina;01/25/2020;3,344;01/18/2020;22,415;4,381,417;0.51
North Carolina;02/01/2020;3,611;01/25/2020;22,342;4,381,417;0.51
North Carolina;02/08/2020;3,326;02/01/2020;22,044;4,381,417;0.50
North Carolina;02/15/2020;3,094;02/08/2020;21,972;4,381,417;0.50
North Carolina;02/22/2020;2,852;02/15/2020;21,630;4,381,417;0.49
North Carolina;02/29/2020;1,767;02/22/2020;21,188;4,381,417;0.48
North Carolina;03/07/2020;2,575;02/29/2020;20,196;4,381,417;0.46
North Carolina;03/14/2020;3,533;03/07/2020;19,683;4,381,417;0.45
North Carolina;03/21/2020;94,083;03/14/2020;20,652;4,381,417;0.47
North Carolina;03/28/2020;172,145;03/21/2020;75,220;4,381,417;1.72
North Carolina;04/04/2020;137,422;03/28/2020;245,692;4,381,417;5.61
North Carolina;04/11/2020;140,155;04/04/2020;362,989;4,402,750;8.24
North Carolina;04/18/2020;106,266;04/11/2020;468,283;4,402,750;10.64
North Carolina;04/25/2020;98,941;04/18/2020;555,039;4,402,750;12.61
North Carolina;05/02/2020;85,956;04/25/2020;591,045;4,402,750;13.42
North Carolina;05/09/2020;57,354;05/02/2020;619,809;4,402,750;14.08
North Carolina;05/16/2020;46,913;05/09/2020;605,709;4,402,750;13.76
North Carolina;05/23/2020;44,202;05/16/2020;564,068;4,402,750;12.81
North Carolina;05/30/2020;37,047;05/23/2020;547,988;4,402,750;12.45
North Carolina;06/06/2020;33,865;05/30/2020;537,652;4,402,750;12.21
North Carolina;06/13/2020;32,188;06/06/2020;524,787;4,402,750;11.92
North Dakota;01/05/2019;964;12/29/2018;5,754;405,169;1.42
North Dakota;01/12/2019;1,230;01/05/2019;6,102;405,557;1.50
North Dakota;01/19/2019;658;01/12/2019;6,406;405,557;1.58
North Dakota;01/26/2019;533;01/19/2019;6,532;405,557;1.61
North Dakota;02/02/2019;553;01/26/2019;6,742;405,557;1.66
North Dakota;02/09/2019;574;02/02/2019;6,941;405,557;1.71
North Dakota;02/16/2019;470;02/09/2019;7,035;405,557;1.73
North Dakota;02/23/2019;340;02/16/2019;6,853;405,557;1.69
North Dakota;03/02/2019;327;02/23/2019;6,708;405,557;1.65
North Dakota;03/09/2019;313;03/02/2019;6,498;405,557;1.60
North Dakota;03/16/2019;288;03/09/2019;6,161;405,557;1.52
North Dakota;03/23/2019;211;03/16/2019;5,891;405,557;1.45
North Dakota;03/30/2019;266;03/23/2019;5,407;405,557;1.33
North Dakota;04/06/2019;272;03/30/2019;5,013;405,557;1.24
North Dakota;04/13/2019;272;04/06/2019;4,454;406,719;1.10
North Dakota;04/20/2019;217;04/13/2019;3,757;406,719;0.92
North Dakota;04/27/2019;313;04/20/2019;3,270;406,719;0.80
North Dakota;05/04/2019;278;04/27/2019;2,446;406,719;0.60
North Dakota;05/11/2019;522;05/04/2019;2,217;406,719;0.55
North Dakota;05/18/2019;300;05/11/2019;2,139;406,719;0.53
North Dakota;05/25/2019;328;05/18/2019;1,803;406,719;0.44
North Dakota;06/01/2019;452;05/25/2019;1,791;406,719;0.44
North Dakota;06/08/2019;327;06/01/2019;1,989;406,719;0.49
North Dakota;06/15/2019;253;06/08/2019;1,970;406,719;0.48
North Dakota;06/22/2019;290;06/15/2019;1,942;406,719;0.48
North Dakota;06/29/2019;376;06/22/2019;1,940;406,719;0.48
North Dakota;07/06/2019;497;06/29/2019;2,093;406,719;0.51
North Dakota;07/13/2019;335;07/06/2019;2,426;408,192;0.59
North Dakota;07/20/2019;273;07/13/2019;2,157;408,192;0.53
North Dakota;07/27/2019;214;07/20/2019;2,199;408,192;0.54
North Dakota;08/03/2019;204;07/27/2019;2,130;408,192;0.52
North Dakota;08/10/2019;229;08/03/2019;1,975;408,192;0.48
North Dakota;08/17/2019;211;08/10/2019;1,905;408,192;0.47
North Dakota;08/24/2019;540;08/17/2019;1,802;408,192;0.44
North Dakota;08/31/2019;239;08/24/2019;2,014;408,192;0.49
North Dakota;09/07/2019;233;08/31/2019;1,816;408,192;0.44
North Dakota;09/14/2019;252;09/07/2019;1,657;408,192;0.41
North Dakota;09/21/2019;205;09/14/2019;1,528;408,192;0.37
North Dakota;09/28/2019;197;09/21/2019;1,289;408,192;0.32
North Dakota;10/05/2019;312;09/28/2019;1,249;408,192;0.31
North Dakota;10/12/2019;268;10/05/2019;1,317;409,901;0.32
North Dakota;10/19/2019;326;10/12/2019;1,311;409,901;0.32
North Dakota;10/26/2019;430;10/19/2019;1,437;409,901;0.35
North Dakota;11/02/2019;631;10/26/2019;1,623;409,901;0.40
North Dakota;11/09/2019;650;11/02/2019;2,010;409,901;0.49
North Dakota;11/16/2019;761;11/09/2019;2,009;409,901;0.49
North Dakota;11/23/2019;739;11/16/2019;2,503;409,901;0.61
North Dakota;11/30/2019;697;11/23/2019;2,785;409,901;0.68
North Dakota;12/07/2019;1,004;11/30/2019;3,334;409,901;0.81
North Dakota;12/14/2019;1,128;12/07/2019;3,803;409,901;0.93
North Dakota;12/21/2019;1,016;12/14/2019;4,540;409,901;1.11
North Dakota;12/28/2019;961;12/21/2019;4,729;409,901;1.15
North Dakota;01/04/2020;836;12/28/2019;5,785;409,901;1.41
North Dakota;01/11/2020;1,530;01/04/2020;6,171;411,624;1.50
North Dakota;01/18/2020;785;01/11/2020;6,809;411,624;1.65
North Dakota;01/25/2020;543;01/18/2020;7,179;411,624;1.74
North Dakota;02/01/2020;447;01/25/2020;6,782;411,624;1.65
North Dakota;02/08/2020;526;02/01/2020;6,838;411,624;1.66
North Dakota;02/15/2020;457;02/08/2020;6,924;411,624;1.68
North Dakota;02/22/2020;435;02/15/2020;6,886;411,624;1.67
North Dakota;02/29/2020;363;02/22/2020;6,795;411,624;1.65
North Dakota;03/07/2020;423;02/29/2020;6,543;411,624;1.59
North Dakota;03/14/2020;415;03/07/2020;6,349;411,624;1.54
North Dakota;03/21/2020;5,662;03/14/2020;6,169;411,624;1.50
North Dakota;03/28/2020;11,818;03/21/2020;8,534;411,624;2.07
North Dakota;04/04/2020;15,125;03/28/2020;16,036;411,624;3.90
North Dakota;04/11/2020;9,502;04/04/2020;24,554;412,797;5.95
North Dakota;04/18/2020;8,065;04/11/2020;33,563;412,797;8.13
North Dakota;04/25/2020;6,274;04/18/2020;35,513;412,797;8.60
North Dakota;05/02/2020;4,044;04/25/2020;35,827;412,797;8.68
North Dakota;05/09/2020;2,753;05/02/2020;35,921;412,797;8.70
North Dakota;05/16/2020;2,619;05/09/2020;32,399;412,797;7.85
North Dakota;05/23/2020;2,978;05/16/2020;31,100;412,797;7.53
North Dakota;05/30/2020;2,315;05/23/2020;30,806;412,797;7.46
North Dakota;06/06/2020;2,252;05/30/2020;29,855;412,797;7.23
North Dakota;06/13/2020;2,073;06/06/2020;29,103;412,797;7.05
Nebraska;01/05/2019;1,282;12/29/2018;7,517;958,635;0.78
Nebraska;01/12/2019;1,245;01/05/2019;7,741;958,335;0.81
Nebraska;01/19/2019;1,181;01/12/2019;7,077;958,335;0.74
Nebraska;01/26/2019;1,115;01/19/2019;6,974;958,335;0.73
Nebraska;02/02/2019;1,061;01/26/2019;7,333;958,335;0.77
Nebraska;02/09/2019;866;02/02/2019;7,498;958,335;0.78
Nebraska;02/16/2019;730;02/09/2019;7,449;958,335;0.78
Nebraska;02/23/2019;708;02/16/2019;7,409;958,335;0.77
Nebraska;03/02/2019;742;02/23/2019;7,326;958,335;0.76
Nebraska;03/09/2019;724;03/02/2019;7,263;958,335;0.76
Nebraska;03/16/2019;788;03/09/2019;7,071;958,335;0.74
Nebraska;03/23/2019;730;03/16/2019;6,899;958,335;0.72
Nebraska;03/30/2019;663;03/23/2019;6,063;958,335;0.63
Nebraska;04/06/2019;589;03/30/2019;5,078;958,335;0.53
Nebraska;04/13/2019;566;04/06/2019;4,272;960,218;0.44
Nebraska;04/20/2019;758;04/13/2019;3,822;960,218;0.40
Nebraska;04/27/2019;497;04/20/2019;3,645;960,218;0.38
Nebraska;05/04/2019;563;04/27/2019;3,305;960,218;0.34
Nebraska;05/11/2019;688;05/04/2019;3,105;960,218;0.32
Nebraska;05/18/2019;658;05/11/2019;3,204;960,218;0.33
Nebraska;05/25/2019;868;05/18/2019;3,148;960,218;0.33
Nebraska;06/01/2019;996;05/25/2019;3,337;960,218;0.35
Nebraska;06/08/2019;910;06/01/2019;3,747;960,218;0.39
Nebraska;06/15/2019;712;06/08/2019;3,891;960,218;0.41
Nebraska;06/22/2019;648;06/15/2019;3,913;960,218;0.41
Nebraska;06/29/2019;998;06/22/2019;3,908;960,218;0.41
Nebraska;07/06/2019;788;06/29/2019;4,270;960,218;0.44
Nebraska;07/13/2019;546;07/06/2019;4,578;961,261;0.48
Nebraska;07/20/2019;562;07/13/2019;4,006;961,261;0.42
Nebraska;07/27/2019;523;07/20/2019;3,995;961,261;0.42
Nebraska;08/03/2019;546;07/27/2019;3,939;961,261;0.41
Nebraska;08/10/2019;721;08/03/2019;3,868;961,261;0.40
Nebraska;08/17/2019;522;08/10/2019;3,803;961,261;0.40
Nebraska;08/24/2019;484;08/17/2019;3,069;961,261;0.32
Nebraska;08/31/2019;886;08/24/2019;2,756;961,261;0.29
Nebraska;09/07/2019;468;08/31/2019;3,092;961,261;0.32
Nebraska;09/14/2019;448;09/07/2019;3,023;961,261;0.31
Nebraska;09/21/2019;441;09/14/2019;2,586;961,261;0.27
Nebraska;09/28/2019;364;09/21/2019;2,237;961,261;0.23
Nebraska;10/05/2019;383;09/28/2019;2,282;961,261;0.24
Nebraska;10/12/2019;626;10/05/2019;1,689;963,465;0.18
Nebraska;10/19/2019;510;10/12/2019;2,146;963,465;0.22
Nebraska;10/26/2019;526;10/19/2019;1,984;963,465;0.21
Nebraska;11/02/2019;642;10/26/2019;1,821;963,465;0.19
Nebraska;11/09/2019;756;11/02/2019;1,683;963,465;0.17
Nebraska;11/16/2019;729;11/09/2019;1,662;963,465;0.17
Nebraska;11/23/2019;1,098;11/16/2019;2,485;963,465;0.26
Nebraska;11/30/2019;996;11/23/2019;3,354;963,465;0.35
Nebraska;12/07/2019;1,150;11/30/2019;3,442;963,465;0.36
Nebraska;12/14/2019;1,087;12/07/2019;3,099;963,465;0.32
Nebraska;12/21/2019;1,211;12/14/2019;3,499;963,465;0.36
Nebraska;12/28/2019;1,818;12/21/2019;3,745;963,465;0.39
Nebraska;01/04/2020;1,099;12/28/2019;5,165;963,465;0.54
Nebraska;01/11/2020;1,171;01/04/2020;5,694;962,725;0.59
Nebraska;01/18/2020;988;01/11/2020;4,940;962,725;0.51
Nebraska;01/25/2020;960;01/18/2020;5,107;962,725;0.53
Nebraska;02/01/2020;833;01/25/2020;5,884;962,725;0.61
Nebraska;02/08/2020;675;02/01/2020;5,693;962,725;0.59
Nebraska;02/15/2020;537;02/08/2020;5,804;962,725;0.60
Nebraska;02/22/2020;493;02/15/2020;5,780;962,725;0.60
Nebraska;02/29/2020;502;02/22/2020;6,286;962,725;0.65
Nebraska;03/07/2020;501;02/29/2020;5,581;962,725;0.58
Nebraska;03/14/2020;795;03/07/2020;5,076;962,725;0.53
Nebraska;03/21/2020;15,700;03/14/2020;4,859;962,725;0.50
Nebraska;03/28/2020;24,725;03/21/2020;16,641;962,725;1.73
Nebraska;04/04/2020;27,054;03/28/2020;38,921;962,725;4.04
Nebraska;04/11/2020;16,279;04/04/2020;60,416;965,476;6.26
Nebraska;04/18/2020;12,222;04/11/2020;72,078;965,476;7.47
Nebraska;04/25/2020;8,229;04/18/2020;76,628;965,476;7.94
Nebraska;05/02/2020;6,418;04/25/2020;68,882;965,476;7.13
Nebraska;05/09/2020;6,362;05/02/2020;68,089;965,476;7.05
Nebraska;05/16/2020;5,839;05/09/2020;62,962;963,512;6.53
Nebraska;05/23/2020;5,812;05/16/2020;61,604;963,512;6.39
Nebraska;05/30/2020;5,083;05/23/2020;62,465;963,512;6.48
Nebraska;06/06/2020;4,697;05/30/2020;60,479;963,512;6.28
Nebraska;06/13/2020;4,868;06/06/2020;57,402;963,512;5.96
New Hampshire;01/05/2019;808;12/29/2018;4,744;647,193;0.73
New Hampshire;01/12/2019;808;01/05/2019;4,644;648,384;0.72
New Hampshire;01/19/2019;671;01/12/2019;4,694;648,384;0.72
New Hampshire;01/26/2019;629;01/19/2019;4,810;648,384;0.74
New Hampshire;02/02/2019;583;01/26/2019;4,742;648,384;0.73
New Hampshire;02/09/2019;588;02/02/2019;4,714;648,384;0.73
New Hampshire;02/16/2019;498;02/09/2019;4,690;648,384;0.72
New Hampshire;02/23/2019;371;02/16/2019;4,601;648,384;0.71
New Hampshire;03/02/2019;919;02/23/2019;4,636;648,384;0.72
New Hampshire;03/09/2019;572;03/02/2019;5,010;648,384;0.77
New Hampshire;03/16/2019;518;03/09/2019;4,484;648,384;0.69
New Hampshire;03/23/2019;516;03/16/2019;4,240;648,384;0.65
New Hampshire;03/30/2019;433;03/23/2019;4,284;648,384;0.66
New Hampshire;04/06/2019;497;03/30/2019;4,098;648,384;0.63
New Hampshire;04/13/2019;481;04/06/2019;3,853;649,759;0.59
New Hampshire;04/20/2019;474;04/13/2019;3,651;649,759;0.56
New Hampshire;04/27/2019;863;04/20/2019;3,613;649,759;0.56
New Hampshire;05/04/2019;411;04/27/2019;3,901;649,759;0.60
New Hampshire;05/11/2019;407;05/04/2019;3,287;649,759;0.51
New Hampshire;05/18/2019;418;05/11/2019;3,178;649,759;0.49
New Hampshire;05/25/2019;396;05/18/2019;3,097;649,759;0.48
New Hampshire;06/01/2019;357;05/25/2019;3,026;649,759;0.47
New Hampshire;06/08/2019;364;06/01/2019;2,979;649,759;0.46
New Hampshire;06/15/2019;430;06/08/2019;2,930;649,759;0.45
New Hampshire;06/22/2019;800;06/15/2019;2,957;649,759;0.46
New Hampshire;06/29/2019;615;06/22/2019;3,391;649,759;0.52
New Hampshire;07/06/2019;553;06/29/2019;3,444;649,759;0.53
New Hampshire;07/13/2019;490;07/06/2019;3,691;651,104;0.57
New Hampshire;07/20/2019;408;07/13/2019;3,523;651,104;0.54
New Hampshire;07/27/2019;425;07/20/2019;3,441;651,104;0.53
New Hampshire;08/03/2019;423;07/27/2019;3,408;651,104;0.52
New Hampshire;08/10/2019;467;08/03/2019;3,437;651,104;0.53
New Hampshire;08/17/2019;464;08/10/2019;3,487;651,104;0.54
New Hampshire;08/24/2019;427;08/17/2019;3,528;651,104;0.54
New Hampshire;08/31/2019;374;08/24/2019;3,440;651,104;0.53
New Hampshire;09/07/2019;343;08/31/2019;2,951;651,104;0.45
New Hampshire;09/14/2019;326;09/07/2019;2,785;651,104;0.43
New Hampshire;09/21/2019;356;09/14/2019;2,654;651,104;0.41
New Hampshire;09/28/2019;373;09/21/2019;2,665;651,104;0.41
New Hampshire;10/05/2019;416;09/28/2019;2,640;651,104;0.41
New Hampshire;10/12/2019;391;10/05/2019;2,706;652,934;0.41
New Hampshire;10/19/2019;350;10/12/2019;2,676;652,934;0.41
New Hampshire;10/26/2019;486;10/19/2019;2,708;652,934;0.41
New Hampshire;11/02/2019;483;10/26/2019;2,795;652,934;0.43
New Hampshire;11/09/2019;510;11/02/2019;2,889;652,934;0.44
New Hampshire;11/16/2019;453;11/09/2019;2,953;652,934;0.45
New Hampshire;11/23/2019;571;11/16/2019;3,005;652,934;0.46
New Hampshire;11/30/2019;491;11/23/2019;3,072;652,934;0.47
New Hampshire;12/07/2019;698;11/30/2019;3,253;652,934;0.50
New Hampshire;12/14/2019;665;12/07/2019;3,485;652,934;0.53
New Hampshire;12/21/2019;656;12/14/2019;3,533;652,934;0.54
New Hampshire;12/28/2019;1,123;12/21/2019;3,654;652,934;0.56
New Hampshire;01/04/2020;690;12/28/2019;4,468;652,934;0.68
New Hampshire;01/11/2020;722;01/04/2020;4,575;654,468;0.70
New Hampshire;01/18/2020;613;01/11/2020;4,215;654,468;0.64
New Hampshire;01/25/2020;577;01/18/2020;4,202;654,468;0.64
New Hampshire;02/01/2020;456;01/25/2020;4,033;654,468;0.62
New Hampshire;02/08/2020;507;02/01/2020;4,050;654,468;0.62
New Hampshire;02/15/2020;424;02/08/2020;4,015;654,468;0.61
New Hampshire;02/22/2020;444;02/15/2020;3,936;654,468;0.60
New Hampshire;02/29/2020;894;02/22/2020;4,048;654,468;0.62
New Hampshire;03/07/2020;495;02/29/2020;4,475;654,468;0.68
New Hampshire;03/14/2020;642;03/07/2020;3,909;654,468;0.60
New Hampshire;03/21/2020;29,379;03/14/2020;4,024;654,468;0.61
New Hampshire;03/28/2020;31,378;03/21/2020;27,321;654,468;4.17
New Hampshire;04/04/2020;39,202;03/28/2020;52,166;654,468;7.97
New Hampshire;04/11/2020;25,273;04/04/2020;79,979;649,845;12.31
New Hampshire;04/18/2020;20,414;04/11/2020;93,783;649,845;14.43
New Hampshire;04/25/2020;15,001;04/18/2020;106,841;649,845;16.44
New Hampshire;05/02/2020;12,475;04/25/2020;115,580;649,845;17.79
New Hampshire;05/09/2020;10,016;05/02/2020;116,768;649,845;17.97
New Hampshire;05/16/2020;8,794;05/09/2020;114,450;649,845;17.61
New Hampshire;05/23/2020;7,266;05/16/2020;109,184;649,845;16.80
New Hampshire;05/30/2020;6,127;05/23/2020;100,769;649,845;15.51
