id,zip,always,frequently,sometimes,rarely,never,chance,e
6765,70815,0.64,0.19,0.07,0.04,0.06,0.42,4.2
6766,70809,0.65,0.17,0.08,0.03,0.07,0.4,4.16
6767,70806,0.66,0.17,0.09,0.04,0.03,0.45,4.26
6768,70811,0.69,0.15,0.1,0.03,0.04,0.48,4.31
6769,70648,0.43,0.21,0.09,0.08,0.19,0.12,3.28
6770,70654,0.46,0.22,0.14,0.05,0.14,0.18,3.54
6771,71463,0.38,0.18,0.13,0.07,0.24,0.08,3.02
6772,70808,0.64,0.19,0.1,0.03,0.04,0.45,4.26
6773,71019,0.55,0.18,0.12,0.08,0.08,0.27,3.83
6774,70538,0.45,0.31,0.14,0.02,0.07,0.28,3.88
6775,71112,0.45,0.22,0.14,0.11,0.08,0.19,3.58
6776,71006,0.58,0.2,0.1,0.06,0.05,0.34,4.02
6777,70820,0.6,0.27,0.08,0.02,0.03,0.48,4.31
6778,71105,0.48,0.21,0.15,0.09,0.07,0.22,3.7
6779,70802,0.7,0.15,0.07,0.03,0.03,0.5,4.36
6780,70801,0.7,0.17,0.07,0.03,0.03,0.5,4.36
6781,"70442,70446",0.54,0.2,0.11,0.07,0.08,0.27,3.84
6782,70443,0.57,0.19,0.1,0.07,0.07,0.29,3.92
6783,"70422,70436",0.53,0.15,0.11,0.1,0.1,0.21,3.64
6784,70444,0.53,0.19,0.08,0.11,0.1,0.22,3.69
6785,70454,0.58,0.14,0.14,0.12,0.02,0.3,3.93
6786,70466,0.58,0.21,0.1,0.06,0.06,0.34,4.02
6787,70403,0.59,0.21,0.09,0.05,0.06,0.36,4.07
6788,70139,0.64,0.27,0.07,0.02,0.01,0.55,4.44
6789,70517,0.57,0.16,0.09,0.13,0.05,0.27,3.84
6790,70117,0.62,0.21,0.13,0.02,0.02,0.46,4.29
6791,70075,0.57,0.19,0.14,0.08,0.02,0.34,4.03
6792,70032,0.53,0.27,0.12,0.03,0.05,0.36,4.07
6793,70126,0.63,0.19,0.11,0.07,0.0,0.44,4.25
6794,70127,0.56,0.16,0.19,0.08,0.01,0.33,4.02
6795,70129,0.7,0.18,0.07,0.03,0.01,0.56,4.45
6796,70130,0.59,0.31,0.06,0.02,0.02,0.5,4.36
6797,70043,0.49,0.27,0.11,0.08,0.05,0.29,3.91
6798,70092,0.55,0.16,0.19,0.09,0.01,0.31,3.96
6799,70128,0.56,0.15,0.21,0.08,0.0,0.32,3.98
6800,71405,0.54,0.23,0.09,0.04,0.09,0.3,3.93
6801,70341,0.5,0.16,0.22,0.05,0.07,0.24,3.75
6802,70390,0.46,0.2,0.22,0.03,0.09,0.22,3.68
6803,70339,0.45,0.26,0.2,0.01,0.08,0.25,3.79
6804,70050,0.26,0.3,0.29,0.02,0.14,0.11,3.22
6805,"70040,70037",0.67,0.18,0.07,0.04,0.04,0.47,4.3
6806,70041,0.25,0.36,0.29,0.02,0.09,0.15,3.4
6807,70437,0.5,0.24,0.13,0.08,0.05,0.27,3.86
6808,70435,0.5,0.25,0.13,0.08,0.05,0.28,3.88
6809,70460,0.71,0.17,0.04,0.05,0.02,0.53,4.4
6810,70445,0.6,0.24,0.07,0.07,0.03,0.41,4.18
6811,70401,0.58,0.2,0.1,0.06,0.06,0.33,4.01
6812,70113,0.65,0.27,0.06,0.01,0.01,0.57,4.48
6813,70072,0.68,0.15,0.08,0.04,0.04,0.44,4.25
6814,70455,0.57,0.2,0.1,0.06,0.06,0.33,3.99
6815,71291,0.47,0.23,0.12,0.1,0.07,0.22,3.68
6816,71238,0.43,0.26,0.12,0.09,0.1,0.19,3.6
6817,71473,0.38,0.3,0.11,0.11,0.09,0.17,3.49
6818,71483,0.43,0.24,0.14,0.11,0.08,0.19,3.57
6819,70058,0.7,0.14,0.07,0.05,0.05,0.46,4.28
6820,71101,0.48,0.21,0.16,0.09,0.06,0.23,3.72
6821,70756,0.54,0.21,0.11,0.1,0.04,0.29,3.91
6822,70760,0.66,0.2,0.04,0.05,0.05,0.44,4.25
6823,"70732,70762",0.64,0.19,0.06,0.07,0.04,0.4,4.17
6824,70420,0.57,0.26,0.08,0.07,0.02,0.4,4.15
6825,70433,0.54,0.22,0.1,0.11,0.03,0.31,3.96
6826,70452,0.68,0.2,0.05,0.05,0.02,0.52,4.38
6827,70458,0.73,0.16,0.04,0.04,0.02,0.56,4.46
6828,70340,0.45,0.26,0.2,0.03,0.06,0.26,3.83
6829,70001,0.68,0.17,0.07,0.03,0.05,0.47,4.31
6830,70006,0.72,0.15,0.07,0.01,0.05,0.53,4.4
6831,70121,0.75,0.13,0.09,0.02,0.01,0.59,4.49
6832,70002,0.63,0.17,0.08,0.03,0.09,0.36,4.07
6833,"70789,70761",0.38,0.38,0.09,0.05,0.11,0.21,3.67
6834,70722,0.32,0.41,0.16,0.08,0.03,0.22,3.71
6835,70427,0.5,0.21,0.16,0.04,0.09,0.25,3.79
6836,70450,0.46,0.27,0.1,0.05,0.12,0.22,3.7
6837,70065,0.75,0.18,0.05,0.01,0.02,0.64,4.58
6838,70438,0.43,0.29,0.15,0.04,0.09,0.23,3.72
6839,70449,0.44,0.11,0.23,0.06,0.15,0.13,3.31
6840,70754,0.44,0.26,0.18,0.06,0.05,0.25,3.78
6841,70711,0.57,0.22,0.1,0.06,0.05,0.34,4.02
6842,70560,0.45,0.27,0.08,0.09,0.1,0.21,3.65
6843,"70552,70563",0.48,0.22,0.08,0.08,0.13,0.19,3.58
6844,70003,0.74,0.15,0.07,0.01,0.02,0.59,4.5
6845,70005,0.64,0.16,0.08,0.04,0.08,0.36,4.07
6846,70123,0.7,0.17,0.04,0.06,0.03,0.48,4.32
6847,70094,0.69,0.16,0.04,0.05,0.05,0.45,4.27
6848,70056,0.6,0.2,0.11,0.06,0.03,0.39,4.14
6849,70124,0.75,0.14,0.05,0.03,0.03,0.57,4.47
6850,70053,0.56,0.31,0.06,0.04,0.04,0.42,4.2
6851,70090,0.63,0.07,0.19,0.08,0.03,0.32,3.99
6852,70763,0.61,0.05,0.2,0.11,0.03,0.27,3.86
6853,70086,0.59,0.09,0.19,0.09,0.04,0.28,3.87
6854,70723,0.59,0.06,0.19,0.12,0.03,0.25,3.8
6855,"70071,70052",0.62,0.04,0.2,0.11,0.03,0.28,3.88
6856,71263,0.68,0.1,0.14,0.06,0.03,0.42,4.21
6857,71334,0.6,0.08,0.12,0.09,0.12,0.22,3.7
6858,71373,0.56,0.13,0.09,0.12,0.1,0.22,3.68
6859,70131,0.63,0.16,0.13,0.06,0.02,0.41,4.17
6860,71345,0.4,0.25,0.13,0.15,0.08,0.16,3.45
6861,70577,0.54,0.18,0.13,0.11,0.03,0.28,3.87
6862,"70589,71358",0.46,0.21,0.14,0.13,0.05,0.21,3.66
6863,70750,0.47,0.19,0.17,0.14,0.03,0.22,3.69
6864,70584,0.58,0.19,0.1,0.08,0.04,0.33,4.0
6865,70462,0.49,0.25,0.1,0.03,0.13,0.23,3.74
6866,70706,0.35,0.31,0.21,0.08,0.05,0.19,3.6
6867,70726,0.47,0.36,0.11,0.02,0.05,0.36,4.07
6868,70062,0.77,0.15,0.04,0.02,0.02,0.64,4.58
6869,70605,0.48,0.21,0.07,0.15,0.08,0.19,3.59
6870,71342,0.57,0.23,0.09,0.04,0.08,0.33,4.0
6871,71001,0.46,0.31,0.1,0.03,0.1,0.27,3.85
6872,71068,0.36,0.29,0.22,0.08,0.05,0.19,3.57
6873,70392,0.45,0.28,0.2,0.01,0.05,0.29,3.9
6874,71220,0.59,0.15,0.13,0.11,0.03,0.31,3.96
6875,71250,0.66,0.11,0.13,0.08,0.02,0.39,4.14
6876,70507,0.58,0.2,0.1,0.08,0.04,0.33,4.01
6877,70501,0.57,0.19,0.1,0.08,0.05,0.32,3.98
6878,70554,0.41,0.23,0.1,0.08,0.18,0.13,3.31
6879,71268,0.39,0.29,0.13,0.07,0.12,0.17,3.52
6880,71251,0.37,0.29,0.13,0.09,0.12,0.15,3.43
6881,70586,0.38,0.21,0.11,0.08,0.22,0.09,3.08
6882,70520,0.58,0.2,0.1,0.08,0.04,0.34,4.02
6883,71234,0.44,0.24,0.11,0.12,0.08,0.19,3.6
6884,71241,0.43,0.25,0.11,0.14,0.07,0.18,3.55
6885,71256,0.39,0.28,0.09,0.17,0.08,0.15,3.42
6886,71260,0.46,0.22,0.11,0.16,0.05,0.2,3.61
6887,70426,0.45,0.23,0.15,0.07,0.11,0.19,3.58
6888,70112,0.66,0.24,0.07,0.02,0.01,0.56,4.46
6889,70068,0.55,0.07,0.18,0.05,0.15,0.17,3.52
6890,70084,0.6,0.05,0.21,0.08,0.06,0.25,3.79
6891,70810,0.64,0.15,0.08,0.01,0.12,0.34,4.03
6892,70803,0.66,0.2,0.09,0.03,0.03,0.49,4.33
6893,70358,0.43,0.04,0.05,0.01,0.48,0.03,2.43
6894,"70464,70431",0.52,0.25,0.12,0.06,0.05,0.31,3.96
6895,70448,0.56,0.24,0.07,0.09,0.04,0.33,4.01
6896,70461,0.74,0.16,0.05,0.03,0.02,0.58,4.48
6897,70471,0.55,0.24,0.08,0.1,0.04,0.33,4.0
6898,70447,0.54,0.21,0.11,0.11,0.03,0.31,3.95
6899,70114,0.52,0.34,0.08,0.02,0.04,0.41,4.18
6900,71280,0.49,0.21,0.12,0.11,0.07,0.23,3.73
6901,71225,0.44,0.25,0.12,0.1,0.09,0.19,3.6
6902,71202,0.47,0.24,0.12,0.09,0.08,0.22,3.7
6903,71292,0.45,0.25,0.12,0.09,0.09,0.21,3.65
6904,71203,0.49,0.22,0.12,0.1,0.07,0.23,3.73
6905,70342,0.45,0.27,0.21,0.02,0.06,0.28,3.87
6906,71201,0.48,0.22,0.12,0.1,0.07,0.22,3.71
8936,39741,0.55,0.23,0.07,0.11,0.04,0.31,3.97
8937,39772,0.61,0.21,0.06,0.08,0.04,0.38,4.12
8938,39735,0.6,0.23,0.06,0.08,0.03,0.4,4.15
8939,38635,0.57,0.29,0.13,0.0,0.01,0.48,4.32
8940,38901,0.49,0.19,0.13,0.14,0.06,0.21,3.65
8941,38929,0.48,0.19,0.13,0.15,0.05,0.2,3.63
8942,38940,0.49,0.19,0.14,0.12,0.06,0.21,3.66
8943,39422,0.45,0.17,0.15,0.14,0.09,0.15,3.44
8944,39439,0.56,0.16,0.15,0.07,0.06,0.28,3.88
8945,39175,0.55,0.26,0.1,0.07,0.02,0.38,4.11
8946,39170,0.53,0.2,0.14,0.1,0.02,0.3,3.92
8947,38771,0.49,0.2,0.12,0.06,0.14,0.19,3.58
8948,39451,0.51,0.32,0.04,0.12,0.02,0.34,4.03
8949,38611,0.5,0.35,0.11,0.01,0.02,0.42,4.21
8950,38659,0.57,0.27,0.15,0.01,0.01,0.46,4.28
8951,38930,0.53,0.13,0.12,0.1,0.12,0.19,3.58
8952,39167,0.55,0.12,0.17,0.1,0.06,0.24,3.75
8953,39208,0.64,0.12,0.08,0.16,0.01,0.33,4.01
8954,39232,0.6,0.14,0.12,0.12,0.01,0.33,4.01
8955,39042,0.56,0.15,0.13,0.05,0.12,0.23,3.74
8956,38941,0.56,0.12,0.11,0.08,0.14,0.19,3.6
8957,38950,0.51,0.16,0.13,0.09,0.11,0.19,3.59
8958,38965,0.55,0.21,0.13,0.09,0.02,0.32,3.98
8959,38922,0.53,0.2,0.12,0.12,0.04,0.27,3.84
8960,39203,0.62,0.15,0.11,0.1,0.02,0.36,4.07
8961,39202,0.63,0.14,0.11,0.11,0.02,0.36,4.08
8962,39470,0.43,0.26,0.08,0.14,0.09,0.18,3.55
8963,39426,0.48,0.25,0.1,0.14,0.03,0.25,3.79
8964,38843,0.48,0.18,0.15,0.07,0.12,0.19,3.57
8965,38855,0.46,0.19,0.14,0.08,0.12,0.18,3.53
8966,38847,0.43,0.21,0.16,0.08,0.12,0.16,3.48
8967,38601,0.56,0.21,0.16,0.05,0.02,0.36,4.08
8968,38703,0.49,0.13,0.17,0.08,0.14,0.16,3.45
8969,38701,0.5,0.11,0.17,0.08,0.14,0.16,3.45
8970,38760,0.49,0.12,0.16,0.08,0.14,0.16,3.45
8971,39061,0.51,0.1,0.16,0.1,0.13,0.15,3.44
8972,39073,0.5,0.14,0.23,0.1,0.03,0.23,3.74
8973,39218,0.58,0.16,0.12,0.12,0.02,0.31,3.95
8974,"39427,39656",0.42,0.19,0.11,0.13,0.15,0.11,3.23
8975,39421,0.49,0.22,0.08,0.09,0.13,0.2,3.61
8976,39561,0.47,0.24,0.11,0.08,0.1,0.21,3.66
8977,39573,0.47,0.22,0.16,0.06,0.1,0.21,3.66
8978,38828,0.48,0.2,0.14,0.09,0.09,0.21,3.64
8979,38652,0.46,0.22,0.15,0.09,0.09,0.2,3.64
8980,38650,0.47,0.24,0.16,0.06,0.07,0.24,3.76
8981,39581,0.48,0.27,0.06,0.11,0.07,0.24,3.77
8982,38732,0.46,0.24,0.12,0.05,0.13,0.2,3.61
8983,39466,0.51,0.26,0.07,0.12,0.04,0.29,3.89
8984,38677,0.57,0.2,0.16,0.05,0.02,0.37,4.09
8985,39476,0.53,0.25,0.12,0.06,0.05,0.32,3.98
8986,38756,0.5,0.12,0.15,0.08,0.15,0.15,3.44
8987,39601,0.52,0.14,0.14,0.13,0.07,0.2,3.63
8988,39629,0.52,0.14,0.14,0.13,0.08,0.2,3.61
8989,39191,0.53,0.14,0.13,0.12,0.08,0.21,3.66
8990,39654,0.51,0.13,0.14,0.12,0.1,0.18,3.54
8991,39641,0.44,0.14,0.15,0.13,0.13,0.12,3.28
8992,38651,0.56,0.2,0.07,0.11,0.06,0.28,3.89
8993,38619,0.4,0.24,0.16,0.13,0.07,0.16,3.48
8994,39556,0.54,0.24,0.07,0.09,0.06,0.31,3.94
8995,39095,0.66,0.08,0.09,0.1,0.08,0.3,3.94
8996,39063,0.67,0.09,0.08,0.11,0.06,0.32,3.99
8997,38654,0.46,0.33,0.13,0.03,0.04,0.32,3.99
8998,39759,0.59,0.24,0.08,0.07,0.01,0.42,4.21
8999,"39361,39341",0.64,0.21,0.11,0.03,0.01,0.49,4.33
9000,39206,0.61,0.16,0.13,0.08,0.02,0.37,4.1
9001,39217,0.61,0.15,0.11,0.11,0.02,0.35,4.06
9002,39503,0.44,0.25,0.14,0.07,0.1,0.2,3.63
9003,39574,0.44,0.23,0.17,0.06,0.09,0.2,3.63
9004,38655,0.57,0.2,0.16,0.06,0.02,0.37,4.09
9005,38668,0.43,0.25,0.15,0.06,0.11,0.19,3.58
9006,38618,0.42,0.27,0.17,0.04,0.1,0.21,3.66
9007,38646,0.44,0.32,0.1,0.11,0.04,0.26,3.83
9008,38670,0.45,0.29,0.1,0.11,0.05,0.25,3.79
9009,39425,0.47,0.3,0.1,0.05,0.08,0.27,3.86
9010,39479,0.53,0.22,0.08,0.07,0.1,0.26,3.81
9011,39455,0.48,0.27,0.08,0.06,0.11,0.24,3.75
9012,39482,0.52,0.26,0.07,0.05,0.1,0.28,3.87
9013,39475,0.51,0.28,0.08,0.04,0.09,0.29,3.89
9014,39664,0.52,0.16,0.13,0.1,0.09,0.21,3.65
9015,39465,0.52,0.27,0.1,0.04,0.06,0.33,4.0
9016,38664,0.58,0.16,0.08,0.04,0.14,0.25,3.8
9017,39530,0.48,0.23,0.13,0.07,0.09,0.22,3.71
9018,39429,0.41,0.26,0.1,0.1,0.14,0.15,3.43
9019,39478,0.37,0.27,0.12,0.1,0.14,0.13,3.33
9020,"39643,39483",0.36,0.21,0.14,0.13,0.16,0.1,3.14
9021,39189,0.68,0.16,0.11,0.03,0.02,0.51,4.37
9022,39094,0.6,0.18,0.17,0.03,0.02,0.41,4.19
9023,38680,0.58,0.22,0.07,0.08,0.06,0.34,4.02
9024,38637,0.59,0.18,0.06,0.11,0.07,0.29,3.91
9025,39773,0.58,0.21,0.1,0.07,0.03,0.37,4.11
9026,38751,0.52,0.13,0.12,0.08,0.15,0.17,3.52
9027,39567,0.48,0.27,0.06,0.11,0.07,0.24,3.76
9028,39452,0.43,0.38,0.05,0.11,0.03,0.29,3.91
9029,39051,0.62,0.15,0.15,0.04,0.03,0.38,4.13
9030,38821,0.52,0.17,0.15,0.06,0.1,0.22,3.71
9031,39730,0.56,0.18,0.12,0.07,0.07,0.28,3.86
9032,38870,0.5,0.17,0.16,0.05,0.11,0.21,3.65
9033,38614,0.45,0.34,0.12,0.05,0.04,0.31,3.97
9034,38617,0.49,0.29,0.12,0.07,0.03,0.32,3.98
9035,39120,0.56,0.08,0.13,0.11,0.11,0.19,3.57
9036,38804,0.51,0.18,0.13,0.09,0.1,0.21,3.66
9037,"38858,38862",0.53,0.16,0.13,0.08,0.09,0.23,3.72
9038,"39648,39652",0.55,0.16,0.09,0.07,0.13,0.22,3.68
9039,39744,0.52,0.23,0.08,0.14,0.05,0.26,3.81
9040,39150,0.61,0.21,0.08,0.06,0.04,0.4,4.16
9041,39401,0.52,0.28,0.09,0.04,0.07,0.33,4.0
9042,39086,0.61,0.23,0.07,0.06,0.03,0.42,4.2
9043,39406,0.53,0.27,0.09,0.04,0.07,0.32,3.98
9044,39079,0.68,0.13,0.12,0.04,0.03,0.45,4.26
9045,39474,0.44,0.15,0.11,0.16,0.14,0.11,3.23
9046,38663,0.43,0.21,0.23,0.06,0.06,0.2,3.63
9047,38967,0.51,0.14,0.12,0.18,0.06,0.18,3.55
9048,39767,0.54,0.15,0.09,0.17,0.05,0.21,3.66
9049,38829,0.39,0.24,0.17,0.1,0.1,0.15,3.42
9050,38824,0.43,0.21,0.16,0.09,0.11,0.16,3.47
9051,"39366,39360",0.58,0.2,0.14,0.03,0.05,0.36,4.07
9052,"39330,39363",0.61,0.2,0.13,0.02,0.04,0.42,4.21
9053,39355,0.59,0.21,0.13,0.02,0.05,0.4,4.16
9054,38834,0.43,0.22,0.15,0.13,0.06,0.18,3.55
9055,39701,0.59,0.22,0.12,0.06,0.01,0.42,4.2
9056,39705,0.59,0.19,0.14,0.05,0.02,0.39,4.15
9057,39176,0.56,0.1,0.11,0.15,0.08,0.2,3.64
9058,39038,0.61,0.1,0.1,0.07,0.12,0.24,3.77
9059,38849,0.46,0.2,0.14,0.09,0.11,0.18,3.55
9060,39402,0.53,0.27,0.08,0.04,0.08,0.31,3.95
9061,38866,0.48,0.19,0.14,0.09,0.11,0.19,3.59
9062,38868,0.54,0.17,0.12,0.1,0.08,0.24,3.75
9063,38801,0.52,0.18,0.12,0.1,0.08,0.23,3.71
9064,38671,0.62,0.16,0.05,0.12,0.05,0.32,3.97
9065,39327,0.66,0.21,0.1,0.03,0.01,0.53,4.4
9066,"39332,39345",0.64,0.21,0.11,0.03,0.02,0.49,4.34
9067,39057,0.7,0.19,0.09,0.02,0.01,0.58,4.48
9068,39337,0.7,0.18,0.09,0.02,0.01,0.56,4.46
9069,39116,0.4,0.2,0.1,0.19,0.11,0.12,3.25
9070,39168,0.43,0.16,0.12,0.18,0.12,0.11,3.23
9071,39153,0.42,0.23,0.11,0.15,0.09,0.16,3.47
9072,39044,0.54,0.11,0.21,0.08,0.05,0.24,3.77
9073,"39149,39140",0.5,0.15,0.13,0.13,0.09,0.18,3.55
9074,39111,0.42,0.2,0.11,0.17,0.1,0.13,3.34
9075,"39114,39062",0.52,0.15,0.15,0.11,0.08,0.21,3.64
9076,39056,0.6,0.19,0.11,0.08,0.02,0.38,4.12
9077,39066,0.54,0.28,0.09,0.08,0.01,0.38,4.12
9078,39209,0.61,0.18,0.11,0.08,0.02,0.39,4.15
9079,39040,0.57,0.19,0.16,0.04,0.05,0.34,4.04
9080,39039,0.61,0.16,0.15,0.03,0.04,0.39,4.14
9081,39194,0.62,0.15,0.14,0.04,0.06,0.35,4.05
9082,39272,0.55,0.19,0.12,0.12,0.02,0.3,3.93
9083,39154,0.52,0.26,0.09,0.11,0.02,0.31,3.97
9084,39213,0.61,0.18,0.12,0.08,0.02,0.38,4.12
9085,39212,0.56,0.19,0.11,0.11,0.02,0.32,3.97
9086,39041,0.61,0.2,0.11,0.07,0.02,0.41,4.18
9087,39204,0.61,0.15,0.1,0.11,0.02,0.34,4.04
9088,39211,0.59,0.17,0.14,0.08,0.01,0.36,4.08
9089,39071,0.56,0.21,0.14,0.05,0.03,0.36,4.08
9090,39046,0.45,0.27,0.23,0.02,0.03,0.3,3.92
9091,39110,0.5,0.24,0.18,0.05,0.03,0.31,3.96
9092,39577,0.51,0.21,0.09,0.05,0.13,0.22,3.68
9093,39180,0.6,0.23,0.08,0.07,0.02,0.41,4.18
9094,39183,0.55,0.19,0.14,0.09,0.02,0.32,3.99
9095,39365,0.74,0.17,0.07,0.01,0.01,0.63,4.55
9096,39350,0.73,0.17,0.06,0.02,0.02,0.6,4.52
9097,39459,0.55,0.24,0.09,0.05,0.07,0.31,3.96
9098,38860,0.53,0.17,0.11,0.11,0.08,0.24,3.74
9099,38850,0.52,0.18,0.08,0.15,0.06,0.22,3.69
9100,39532,0.46,0.23,0.15,0.07,0.09,0.21,3.66
9101,39367,0.59,0.19,0.12,0.06,0.04,0.37,4.1
9102,39531,0.47,0.23,0.14,0.07,0.09,0.21,3.68
9103,39745,0.61,0.16,0.07,0.1,0.05,0.32,3.97
9104,39090,0.59,0.14,0.09,0.11,0.07,0.27,3.85
9105,39192,0.6,0.11,0.08,0.14,0.06,0.25,3.79
9106,39501,0.46,0.24,0.14,0.07,0.1,0.21,3.65
9107,39666,0.53,0.14,0.12,0.11,0.1,0.2,3.61
9108,39507,0.46,0.23,0.14,0.07,0.1,0.21,3.66
9109,39540,0.47,0.22,0.14,0.07,0.09,0.22,3.69
9110,"39335,39364",0.62,0.2,0.11,0.02,0.05,0.42,4.2
9111,39325,0.68,0.19,0.09,0.02,0.02,0.52,4.4
9112,39323,0.65,0.2,0.11,0.02,0.03,0.48,4.32
9113,39305,0.65,0.2,0.1,0.02,0.03,0.47,4.31
9114,39301,0.61,0.21,0.11,0.02,0.05,0.41,4.19
9115,39560,0.46,0.24,0.14,0.07,0.09,0.21,3.66
9116,39571,0.45,0.26,0.13,0.08,0.08,0.22,3.68
9117,38676,0.57,0.17,0.08,0.04,0.13,0.25,3.8
9118,"38759,38762",0.44,0.29,0.12,0.04,0.11,0.22,3.7
9119,38769,0.44,0.28,0.14,0.03,0.11,0.22,3.7
9120,38725,0.47,0.19,0.15,0.06,0.14,0.18,3.53
9121,38633,0.48,0.25,0.2,0.03,0.04,0.3,3.93
9122,"38603,38647",0.49,0.22,0.27,0.01,0.01,0.34,4.04
9123,39443,0.58,0.15,0.13,0.08,0.06,0.29,3.9
9124,39437,0.57,0.19,0.11,0.07,0.07,0.3,3.94
9125,39440,0.57,0.15,0.12,0.08,0.07,0.28,3.86
9126,39047,0.47,0.3,0.17,0.04,0.02,0.32,3.99
9127,38864,0.52,0.2,0.1,0.13,0.05,0.25,3.78
9128,38863,0.52,0.2,0.11,0.12,0.06,0.24,3.76
9129,39339,0.67,0.21,0.05,0.04,0.03,0.51,4.37
9130,39667,0.42,0.21,0.12,0.07,0.17,0.14,3.35
9131,"39328,39354",0.71,0.18,0.07,0.02,0.02,0.56,4.46
9132,39769,0.6,0.25,0.07,0.06,0.01,0.44,4.25
9133,39069,0.55,0.14,0.14,0.09,0.08,0.24,3.76
9134,39669,0.5,0.14,0.06,0.17,0.12,0.15,3.42
9135,"39631,39633",0.45,0.17,0.09,0.11,0.17,0.12,3.28
9136,39117,0.49,0.29,0.13,0.04,0.05,0.32,3.97
9137,39092,0.5,0.28,0.12,0.08,0.03,0.32,3.97
9138,39074,0.53,0.26,0.12,0.06,0.02,0.36,4.07
9139,38632,0.43,0.3,0.11,0.08,0.08,0.22,3.71
9140,38672,0.52,0.25,0.07,0.09,0.06,0.28,3.88
9141,39520,0.59,0.22,0.07,0.07,0.05,0.37,4.09
9142,39576,0.51,0.26,0.09,0.09,0.06,0.28,3.87
9143,39525,0.48,0.26,0.11,0.09,0.07,0.25,3.78
9144,39059,0.57,0.16,0.15,0.08,0.05,0.29,3.92
9145,39083,0.55,0.15,0.11,0.09,0.11,0.22,3.68
9146,38721,0.6,0.13,0.14,0.07,0.06,0.3,3.93
9147,38666,0.37,0.25,0.14,0.16,0.08,0.14,3.37
9148,38621,0.39,0.26,0.11,0.16,0.09,0.15,3.4
9149,38606,0.38,0.28,0.1,0.18,0.06,0.16,3.46
9150,38878,0.48,0.18,0.08,0.17,0.08,0.17,3.5
9151,38915,0.53,0.18,0.1,0.14,0.05,0.25,3.78
9152,38916,0.48,0.18,0.1,0.16,0.08,0.17,3.5
9153,39157,0.56,0.21,0.15,0.06,0.03,0.35,4.05
9154,38966,0.45,0.3,0.12,0.07,0.07,0.25,3.8
9155,"38953,38921",0.47,0.26,0.12,0.11,0.04,0.25,3.79
9156,39564,0.49,0.23,0.12,0.08,0.08,0.23,3.74
9157,39702,0.58,0.19,0.18,0.05,0.01,0.38,4.12
9158,39553,0.47,0.27,0.09,0.11,0.07,0.23,3.73
9159,39563,0.47,0.27,0.08,0.11,0.08,0.23,3.72
9160,38778,0.51,0.15,0.12,0.07,0.15,0.18,3.54
9161,38852,0.39,0.21,0.14,0.2,0.06,0.13,3.33
9162,"38827,38873",0.37,0.24,0.17,0.14,0.09,0.13,3.35
9163,39307,0.64,0.2,0.11,0.02,0.03,0.47,4.29
9164,39562,0.5,0.19,0.15,0.09,0.06,0.24,3.76
9165,39565,0.4,0.14,0.32,0.05,0.08,0.16,3.45
9167,"65446,65565",0.38,0.13,0.15,0.11,0.22,0.07,2.94
9172,65686,0.46,0.22,0.22,0.07,0.03,0.25,3.8
9173,65633,0.34,0.33,0.04,0.16,0.13,0.12,3.28
9174,"65624,65656",0.43,0.28,0.2,0.06,0.03,0.27,3.85
9175,"65681,65611",0.47,0.2,0.21,0.08,0.04,0.24,3.75
9176,65622,0.42,0.16,0.17,0.13,0.13,0.12,3.26
9177,"65783,65764,65767",0.36,0.13,0.17,0.13,0.2,0.06,2.88
9178,"65644,65590",0.35,0.17,0.16,0.16,0.17,0.07,2.96
9183,65466,0.27,0.11,0.18,0.25,0.2,0.03,2.47
9184,"65588,65438",0.22,0.09,0.21,0.25,0.22,0.02,2.26
9206,64873,0.21,0.19,0.38,0.08,0.15,0.06,2.81
9207,65707,0.27,0.17,0.12,0.03,0.41,0.02,2.37
9208,65756,0.19,0.2,0.35,0.06,0.19,0.05,2.7
9209,65712,0.24,0.24,0.2,0.03,0.3,0.04,2.67
9218,"63622,63664",0.42,0.21,0.1,0.07,0.21,0.11,3.24
9220,65705,0.24,0.27,0.22,0.06,0.21,0.06,2.88
9221,63654,0.4,0.25,0.09,0.13,0.14,0.13,3.33
9222,63638,0.34,0.22,0.08,0.22,0.14,0.08,3.01
9223,65785,0.32,0.16,0.18,0.05,0.3,0.05,2.71
9224,64756,0.32,0.14,0.19,0.03,0.31,0.04,2.68
9225,64744,0.38,0.16,0.15,0.08,0.23,0.08,3.01
9226,64804,0.37,0.19,0.16,0.13,0.14,0.1,3.17
9227,64865,0.37,0.22,0.15,0.12,0.15,0.11,3.21
9228,64844,0.37,0.22,0.13,0.11,0.17,0.1,3.16
9229,64842,0.36,0.2,0.18,0.09,0.17,0.1,3.14
9230,64850,0.38,0.23,0.12,0.11,0.16,0.11,3.21
9247,64759,0.47,0.11,0.13,0.13,0.15,0.12,3.27
9249,64801,0.39,0.18,0.15,0.15,0.14,0.1,3.17
9256,65704,0.16,0.12,0.15,0.14,0.43,0.01,1.78
9257,"65711,65717",0.15,0.08,0.16,0.13,0.47,0.0,1.63
9258,65667,0.14,0.11,0.21,0.14,0.4,0.01,1.81
9264,65745,0.55,0.18,0.06,0.04,0.17,0.22,3.69
9265,"65627,65679",0.48,0.15,0.2,0.1,0.08,0.19,3.59
9266,65759,0.53,0.15,0.19,0.07,0.07,0.24,3.76
